seller_key,total_orders_shipped,avg_shipping_delay_days,late_dispatched_orders
1412,92,0.228260869565217,1
648,57,0.228070175438596,2
989,66,0.227272727272727,1
161,22,0.227272727272727,1
1398,203,0.226600985221675,7
1691,58,0.224137931034483,4
1505,18,0.222222222222222,1
2843,9,0.222222222222222,1
1463,64,0.21875,2
2018,55,0.218181818181818,1
508,23,0.217391304347826,1
486,14,0.214285714285714,1
934,14,0.214285714285714,1
830,42,0.214285714285714,3
1529,14,0.214285714285714,1
2438,14,0.214285714285714,1
1374,61,0.213114754098361,2
321,19,0.210526315789474,1
1114,34,0.205882352941176,2
1278,83,0.204819277108434,3
1315,5,0.2,1
1601,15,0.2,1
1813,5,0.2,1
1925,10,0.2,1
2130,10,0.2,1
932,5,0.2,1
945,85,0.2,3
947,10,0.2,1
609,105,0.2,2
443,50,0.2,2
598,5,0.2,1
71,5,0.2,1
49,90,0.2,2
2440,30,0.2,1
2605,5,0.2,1
2691,10,0.2,1
2870,15,0.2,1
2889,20,0.2,2
3060,35,0.2,1
851,71,0.197183098591549,1
2595,41,0.195121951219512,1
797,36,0.194444444444444,1
606,31,0.193548387096774,2
2735,31,0.193548387096774,3
650,26,0.192307692307692,3
874,63,0.19047619047619,3
2110,21,0.19047619047619,1
1581,21,0.19047619047619,1
411,127,0.188976377952756,2
2618,535,0.188785046728972,20
1355,212,0.188679245283019,9
906,48,0.1875,1
574,59,0.186440677966102,2
754,43,0.186046511627907,1
1066,27,0.185185185185185,1
2491,65,0.184615384615385,2
1842,38,0.184210526315789,1
169,87,0.183908045977011,1
266,11,0.181818181818182,1
560,11,0.181818181818182,1
415,33,0.181818181818182,1
1094,11,0.181818181818182,2
1051,22,0.181818181818182,1
2149,11,0.181818181818182,1
1743,11,0.181818181818182,1
1045,39,0.179487179487179,1
2399,45,0.177777777777778,2
2532,68,0.176470588235294,6
1624,40,0.175,2
2546,29,0.172413793103448,2
1141,152,0.171052631578947,3
1149,12,0.166666666666667,1
952,30,0.166666666666667,1
775,12,0.166666666666667,1
277,18,0.166666666666667,1
2211,24,0.166666666666667,1
2026,6,0.166666666666667,1
2588,6,0.166666666666667,1
2876,6,0.166666666666667,1
577,79,0.164556962025316,2
58,92,0.16304347826087,4
1883,43,0.162790697674419,1
2713,43,0.162790697674419,1
1641,510,0.162745098039216,11
2175,155,0.161290322580645,3
605,31,0.161290322580645,1
394,50,0.16,2
404,25,0.16,1
1698,100,0.16,2
2865,25,0.16,1
2828,19,0.157894736842105,1
2974,13,0.153846153846154,1
1531,13,0.153846153846154,1
1351,13,0.153846153846154,1
84,26,0.153846153846154,1
263,13,0.153846153846154,1
1597,73,0.150684931506849,3
1029,20,0.15,1
1603,69,0.144927536231884,1
2141,7,0.142857142857143,1
1048,7,0.142857142857143,1
1006,21,0.142857142857143,1
552,7,0.142857142857143,1
2941,7,0.142857142857143,1
3066,7,0.142857142857143,1
440,142,0.140845070422535,2
694,36,0.138888888888889,2
2483,36,0.138888888888889,1
3074,110,0.136363636363636,4
643,154,0.136363636363636,5
703,59,0.135593220338983,1
1257,37,0.135135135135135,1
1465,15,0.133333333333333,1
448,15,0.133333333333333,1
1172,46,0.130434782608696,2
1838,63,0.126984126984127,4
2028,16,0.125,1
2078,104,0.125,2
356,8,0.125,1
1328,154,0.123376623376623,2
2448,50,0.12,3
1467,134,0.119402985074627,4
1938,17,0.117647058823529,2
115,17,0.117647058823529,2
2896,51,0.117647058823529,1
3067,17,0.117647058823529,1
978,77,0.116883116883117,2
2990,26,0.115384615384615,1
478,114,0.114035087719298,2
217,135,0.111111111111111,1
1169,63,0.111111111111111,1
791,36,0.111111111111111,1
2274,45,0.111111111111111,1
2340,9,0.111111111111111,1
1404,9,0.111111111111111,1
1791,63,0.111111111111111,1
2521,9,0.111111111111111,1
657,46,0.108695652173913,1
273,28,0.107142857142857,1
2659,85,0.105882352941176,3
2560,19,0.105263157894737,1
2758,19,0.105263157894737,1
1841,86,0.104651162790698,2
1325,115,0.104347826086957,2
2730,202,0.103960396039604,3
2452,78,0.102564102564103,1
2063,108,0.101851851851852,3
2125,10,0.1,1
3080,94,0.0957446808510638,3
2244,42,0.0952380952380952,1
363,126,0.0952380952380952,4
327,21,0.0952380952380952,2
1931,74,0.0945945945945946,2
1833,53,0.0943396226415094,2
2266,11,0.0909090909090909,1
2421,11,0.0909090909090909,1
1420,22,0.0909090909090909,1
337,11,0.0909090909090909,1
901,11,0.0909090909090909,1
843,11,0.0909090909090909,1
1103,11,0.0909090909090909,1
1057,22,0.0909090909090909,1
3069,11,0.0909090909090909,1
1863,100,0.09,4
2987,45,0.0888888888888889,1
280,116,0.0862068965517241,1
1104,140,0.0857142857142857,5
199,118,0.0847457627118644,2
128,12,0.0833333333333333,1
620,24,0.0833333333333333,1
2214,12,0.0833333333333333,1
1302,12,0.0833333333333333,1
1719,109,0.0825688073394495,1
2994,49,0.0816326530612245,2
1088,37,0.0810810810810811,1
838,38,0.0789473684210526,2
2624,102,0.0784313725490196,3
2619,77,0.0779220779220779,1
3058,13,0.0769230769230769,1
497,53,0.0754716981132075,1
545,54,0.0740740740740741,1
2504,136,0.0735294117647059,2
1857,14,0.0714285714285714,1
1714,86,0.0697674418604651,2
1183,29,0.0689655172413793,1
215,15,0.0666666666666667,1
1832,30,0.0666666666666667,1
174,266,0.0639097744360902,2
286,64,0.0625,2
517,16,0.0625,1
1975,16,0.0625,1
228,49,0.0612244897959184,1
1134,98,0.0612244897959184,1
1992,34,0.0588235294117647,1
2329,17,0.0588235294117647,1
2475,68,0.0588235294117647,1
2643,17,0.0588235294117647,1
1862,18,0.0555555555555556,1
1917,74,0.0540540540540541,1
2174,19,0.0526315789473684,1
1297,19,0.0526315789473684,1
612,19,0.0526315789473684,1
1078,59,0.0508474576271186,1
1433,79,0.0506329113924051,1
1013,100,0.05,1
2531,80,0.05,1
880,21,0.0476190476190476,1
2152,45,0.0444444444444444,2
2219,45,0.0444444444444444,1
2401,45,0.0444444444444444,1
727,23,0.0434782608695652,1
2366,280,0.0428571428571429,4
1840,75,0.04,2
2511,25,0.04,1
2804,26,0.0384615384615385,1
2426,26,0.0384615384615385,1
1695,135,0.037037037037037,4
354,27,0.037037037037037,1
292,31,0.032258064516129,1
202,62,0.032258064516129,2
1227,32,0.03125,1
149,137,0.0291970802919708,1
2307,35,0.0285714285714286,1
596,36,0.0277777777777778,1
2541,41,0.024390243902439,1
1319,55,0.0181818181818182,1
1189,107,0.00934579439252336,1
1190,2,0,0
1184,5,0,0
1186,2,0,0
1173,1,0,0
1174,3,0,0
1177,10,0,0
1178,8,0,0
1180,3,0,0
1182,17,0,0
1207,14,0,0
1208,2,0,0
1209,1,0,0
1210,2,0,0
1211,1,0,0
1212,2,0,0
1213,38,0,0
1192,2,0,0
1193,2,0,0
1194,2,0,0
1195,4,0,0
1196,1,0,0
1197,1,0,0
1198,3,0,0
1171,10,0,0
1166,10,0,0
1167,5,0,0
1168,4,0,0
1150,1,0,0
1151,1,0,0
1152,5,0,0
1153,1,0,0
1144,1,0,0
1163,2,0,0
1142,3,0,0
1140,36,0,0
1147,2,0,0
1148,6,0,0
1155,2,0,0
1156,25,0,0
1157,5,0,0
1158,1,0,0
1159,8,0,0
1160,1,0,0
1161,1,0,0
1079,1,0,0
1087,18,0,0
1081,14,0,0
1082,1,0,0
1083,1,0,0
1084,2,0,0
1085,3,0,0
1074,2,0,0
1075,5,0,0
1076,62,0,0
1077,8,0,0
1072,1,0,0
1070,6,0,0
1089,8,0,0
1090,14,0,0
1091,1,0,0
1095,10,0,0
1096,1,0,0
1093,2,0,0
1098,14,0,0
1099,2,0,0
1101,1,0,0
1106,1,0,0
1107,2,0,0
1108,1,0,0
1135,9,0,0
1136,2,0,0
1138,24,0,0
1131,4,0,0
1132,21,0,0
1133,8,0,0
1127,1,0,0
1128,2,0,0
1129,17,0,0
1125,1,0,0
1123,12,0,0
1120,16,0,0
1118,13,0,0
1022,2,0,0
1023,5,0,0
1026,14,0,0
1027,1,0,0
1028,5,0,0
1015,1,0,0
1016,2,0,0
1018,5,0,0
1019,1,0,0
1008,1,0,0
1009,6,0,0
1010,23,0,0
1011,1,0,0
1012,3,0,0
999,2,0,0
1001,4,0,0
1002,7,0,0
1003,6,0,0
1004,1,0,0
1005,2,0,0
992,4,0,0
993,14,0,0
994,11,0,0
995,4,0,0
997,1,0,0
983,1,0,0
984,16,0,0
1058,1,0,0
1059,2,0,0
1049,21,0,0
1050,8,0,0
1068,1,0,0
1061,3,0,0
1062,2,0,0
1063,5,0,0
1064,2,0,0
1065,3,0,0
1030,1,0,0
1031,1,0,0
1032,10,0,0
1035,7,0,0
1037,7,0,0
1047,6,0,0
1039,3,0,0
1040,5,0,0
1041,4,0,0
1042,13,0,0
1043,2,0,0
979,13,0,0
980,4,0,0
981,3,0,0
986,3,0,0
987,1,0,0
988,6,0,0
971,2,0,0
972,11,0,0
973,2,0,0
974,4,0,0
975,7,0,0
976,6,0,0
977,39,0,0
953,2,0,0
960,2,0,0
955,2,0,0
956,2,0,0
957,1,0,0
958,1,0,0
964,13,0,0
966,10,0,0
967,1,0,0
968,1,0,0
969,1,0,0
949,1,0,0
950,4,0,0
951,8,0,0
939,2,0,0
940,3,0,0
937,2,0,0
944,3,0,0
942,1,0,0
933,1,0,0
908,5,0,0
914,4,0,0
925,2,0,0
926,1,0,0
927,2,0,0
928,48,0,0
929,1,0,0
930,6,0,0
931,1,0,0
728,10,0,0
729,2,0,0
730,2,0,0
704,4,0,0
710,10,0,0
725,3,0,0
726,6,0,0
737,2,0,0
738,1,0,0
741,1,0,0
742,1,0,0
743,1,0,0
751,12,0,0
752,1,0,0
753,3,0,0
745,7,0,0
746,1,0,0
747,2,0,0
748,9,0,0
695,1,0,0
697,6,0,0
675,12,0,0
692,1,0,0
693,1,0,0
683,8,0,0
684,3,0,0
686,1,0,0
687,3,0,0
688,6,0,0
689,8,0,0
690,1,0,0
706,1,0,0
707,4,0,0
708,15,0,0
699,1,0,0
701,2,0,0
702,48,0,0
714,1,0,0
715,14,0,0
716,5,0,0
717,5,0,0
718,9,0,0
719,1,0,0
720,10,0,0
721,3,0,0
722,8,0,0
613,15,0,0
614,5,0,0
615,9,0,0
616,5,0,0
617,1,0,0
607,6,0,0
619,5,0,0
604,12,0,0
610,4,0,0
611,35,0,0
636,2,0,0
637,4,0,0
639,2,0,0
640,5,0,0
641,6,0,0
624,1,0,0
625,25,0,0
626,8,0,0
627,4,0,0
628,1,0,0
629,40,0,0
630,8,0,0
631,53,0,0
632,1,0,0
633,4,0,0
621,1,0,0
622,1,0,0
651,1,0,0
652,21,0,0
654,1,0,0
656,9,0,0
644,2,0,0
645,2,0,0
649,1,0,0
658,1,0,0
660,6,0,0
665,10,0,0
666,1,0,0
662,1,0,0
663,5,0,0
677,8,0,0
678,1,0,0
679,1,0,0
680,3,0,0
670,5,0,0
672,2,0,0
881,3,0,0
859,7,0,0
860,2,0,0
875,5,0,0
876,5,0,0
877,13,0,0
878,1,0,0
879,2,0,0
868,2,0,0
869,8,0,0
870,1,0,0
871,1,0,0
872,18,0,0
873,1,0,0
862,1,0,0
863,2,0,0
864,34,0,0
865,11,0,0
866,36,0,0
839,4,0,0
841,3,0,0
842,1,0,0
848,3,0,0
849,12,0,0
850,2,0,0
845,5,0,0
846,16,0,0
853,1,0,0
854,1,0,0
856,3,0,0
857,1,0,0
902,1,0,0
903,29,0,0
904,2,0,0
897,1,0,0
898,5,0,0
899,2,0,0
900,1,0,0
891,4,0,0
888,1,0,0
889,18,0,0
884,1,0,0
885,4,0,0
886,3,0,0
893,1,0,0
911,2,0,0
912,2,0,0
916,1,0,0
917,1,0,0
918,1,0,0
919,2,0,0
920,8,0,0
921,8,0,0
922,5,0,0
923,8,0,0
792,5,0,0
793,1,0,0
786,11,0,0
787,23,0,0
788,3,0,0
789,18,0,0
790,5,0,0
776,2,0,0
778,1,0,0
781,1,0,0
782,1,0,0
783,12,0,0
784,8,0,0
755,7,0,0
756,7,0,0
757,13,0,0
758,3,0,0
759,7,0,0
774,30,0,0
761,2,0,0
762,2,0,0
763,1,0,0
764,1,0,0
765,1,0,0
766,9,0,0
767,11,0,0
768,7,0,0
769,8,0,0
770,2,0,0
798,2,0,0
799,23,0,0
800,22,0,0
801,3,0,0
803,20,0,0
804,12,0,0
795,2,0,0
808,3,0,0
809,4,0,0
813,1,0,0
814,3,0,0
815,8,0,0
816,1,0,0
817,1,0,0
818,2,0,0
831,1,0,0
832,8,0,0
833,2,0,0
834,9,0,0
835,2,0,0
836,2,0,0
837,1,0,0
811,1,0,0
822,1,0,0
823,1,0,0
824,3,0,0
825,2,0,0
826,1,0,0
827,2,0,0
597,1,0,0
591,37,0,0
599,1,0,0
600,8,0,0
601,1,0,0
602,2,0,0
587,1,0,0
588,5,0,0
593,1,0,0
594,2,0,0
595,1,0,0
578,17,0,0
576,19,0,0
582,36,0,0
573,7,0,0
556,2,0,0
557,4,0,0
558,3,0,0
559,1,0,0
546,7,0,0
544,4,0,0
540,13,0,0
541,1,0,0
542,2,0,0
536,1,0,0
537,2,0,0
538,10,0,0
529,2,0,0
530,6,0,0
531,1,0,0
532,1,0,0
533,3,0,0
554,6,0,0
550,1,0,0
561,1,0,0
562,1,0,0
563,11,0,0
564,5,0,0
565,3,0,0
566,13,0,0
567,2,0,0
568,2,0,0
569,5,0,0
570,10,0,0
571,7,0,0
520,1,0,0
521,1,0,0
523,3,0,0
524,12,0,0
525,1,0,0
526,2,0,0
527,1,0,0
509,4,0,0
510,6,0,0
511,52,0,0
512,1,0,0
515,6,0,0
516,1,0,0
484,4,0,0
485,8,0,0
494,2,0,0
505,2,0,0
506,12,0,0
500,1,0,0
501,3,0,0
479,1,0,0
480,3,0,0
481,1,0,0
482,6,0,0
487,2,0,0
488,8,0,0
489,2,0,0
490,2,0,0
491,4,0,0
492,5,0,0
476,7,0,0
477,1,0,0
469,31,0,0
472,1,0,0
449,2,0,0
450,1,0,0
451,15,0,0
452,3,0,0
453,4,0,0
454,10,0,0
455,3,0,0
456,7,0,0
457,12,0,0
463,19,0,0
464,1,0,0
466,6,0,0
459,4,0,0
461,1,0,0
355,13,0,0
351,1,0,0
342,2,0,0
339,2,0,0
340,5,0,0
344,2,0,0
364,5,0,0
365,2,0,0
357,2,0,0
359,2,0,0
360,1,0,0
361,3,0,0
362,10,0,0
374,1,0,0
375,2,0,0
370,1,0,0
371,3,0,0
372,7,0,0
336,1,0,0
331,1,0,0
332,1,0,0
328,3,0,0
329,12,0,0
308,1,0,0
309,1,0,0
324,9,0,0
325,3,0,0
322,30,0,0
317,1,0,0
318,5,0,0
302,1,0,0
303,10,0,0
304,1,0,0
305,1,0,0
306,4,0,0
311,10,0,0
312,2,0,0
313,11,0,0
314,8,0,0
441,5,0,0
447,4,0,0
444,6,0,0
445,17,0,0
424,2,0,0
434,5,0,0
435,4,0,0
437,5,0,0
438,12,0,0
439,1,0,0
412,1,0,0
413,4,0,0
414,3,0,0
422,6,0,0
428,1,0,0
429,4,0,0
430,3,0,0
431,2,0,0
432,1,0,0
405,4,0,0
406,2,0,0
407,14,0,0
408,1,0,0
409,11,0,0
410,5,0,0
396,1,0,0
399,3,0,0
401,3,0,0
379,1,0,0
380,8,0,0
381,1,0,0
382,1,0,0
383,12,0,0
384,2,0,0
385,3,0,0
386,3,0,0
387,1,0,0
389,3,0,0
377,1,0,0
150,1,0,0
153,9,0,0
144,1,0,0
145,2,0,0
146,1,0,0
147,4,0,0
139,1,0,0
140,3,0,0
141,9,0,0
142,1,0,0
134,2,0,0
136,1,0,0
137,2,0,0
129,2,0,0
130,4,0,0
132,6,0,0
126,1,0,0
127,2,0,0
124,5,0,0
116,3,0,0
117,2,0,0
118,1,0,0
120,19,0,0
121,7,0,0
85,93,0,0
86,8,0,0
89,4,0,0
83,18,0,0
91,3,0,0
92,4,0,0
93,7,0,0
94,5,0,0
95,1,0,0
96,18,0,0
97,2,0,0
99,2,0,0
103,12,0,0
106,6,0,0
109,28,0,0
111,6,0,0
113,12,0,0
114,1,0,0
59,4,0,0
66,1,0,0
67,10,0,0
68,2,0,0
69,1,0,0
73,6,0,0
75,2,0,0
77,9,0,0
50,3,0,0
51,1,0,0
45,3,0,0
42,9,0,0
56,1,0,0
62,6,0,0
63,4,0,0
12,2,0,0
13,1,0,0
14,1,0,0
15,3,0,0
16,26,0,0
18,11,0,0
20,11,0,0
21,9,0,0
1,3,0,0
8,1,0,0
9,1,0,0
3,1,0,0
5,1,0,0
35,22,0,0
38,7,0,0
39,2,0,0
40,8,0,0
23,5,0,0
28,2,0,0
29,1,0,0
30,2,0,0
31,4,0,0
32,13,0,0
203,2,0,0
204,5,0,0
205,2,0,0
206,2,0,0
207,4,0,0
190,3,0,0
191,1,0,0
192,5,0,0
196,3,0,0
197,9,0,0
198,7,0,0
216,2,0,0
222,3,0,0
223,9,0,0
224,1,0,0
225,6,0,0
194,4,0,0
209,3,0,0
210,5,0,0
211,3,0,0
212,4,0,0
213,3,0,0
175,15,0,0
176,32,0,0
177,3,0,0
179,1,0,0
168,9,0,0
181,4,0,0
182,1,0,0
183,3,0,0
184,1,0,0
185,1,0,0
186,3,0,0
187,10,0,0
162,4,0,0
159,3,0,0
157,5,0,0
155,6,0,0
165,2,0,0
172,3,0,0
173,8,0,0
297,3,0,0
298,2,0,0
295,1,0,0
287,3,0,0
288,11,0,0
289,6,0,0
290,4,0,0
271,2,0,0
272,1,0,0
279,1,0,0
276,2,0,0
264,2,0,0
259,4,0,0
260,1,0,0
267,1,0,0
268,1,0,0
269,2,0,0
229,1,0,0
230,8,0,0
233,3,0,0
234,1,0,0
227,18,0,0
220,4,0,0
241,28,0,0
237,11,0,0
238,21,0,0
239,1,0,0
244,2,0,0
245,6,0,0
249,3,0,0
257,2,0,0
251,1,0,0
252,1,0,0
253,2,0,0
1320,5,0,0
1321,5,0,0
1322,1,0,0
1323,5,0,0
1324,1,0,0
1326,2,0,0
1327,9,0,0
1317,2,0,0
1318,17,0,0
1335,3,0,0
1331,4,0,0
1332,13,0,0
1333,3,0,0
1298,21,0,0
1299,1,0,0
1301,1,0,0
1311,5,0,0
1312,3,0,0
1313,10,0,0
1314,2,0,0
1305,7,0,0
1306,8,0,0
1307,45,0,0
1308,10,0,0
1309,3,0,0
1352,10,0,0
1353,1,0,0
1349,5,0,0
1350,1,0,0
1344,5,0,0
1345,8,0,0
1346,1,0,0
1342,42,0,0
1338,7,0,0
1339,2,0,0
1340,1,0,0
1357,3,0,0
1360,2,0,0
1361,11,0,0
1363,3,0,0
1371,1,0,0
1368,5,0,0
1369,3,0,0
1228,7,0,0
1229,1,0,0
1230,2,0,0
1231,1,0,0
1232,7,0,0
1220,7,0,0
1221,1,0,0
1224,23,0,0
1204,3,0,0
1201,1,0,0
1202,1,0,0
1217,18,0,0
1218,11,0,0
1226,2,0,0
1234,3,0,0
1237,1,0,0
1240,1,0,0
1241,3,0,0
1242,12,0,0
1243,6,0,0
1244,19,0,0
1245,2,0,0
1246,36,0,0
1247,2,0,0
1248,1,0,0
1249,4,0,0
1250,1,0,0
1251,3,0,0
1252,1,0,0
1253,1,0,0
1256,1,0,0
1262,27,0,0
1263,8,0,0
1264,1,0,0
1265,6,0,0
1267,21,0,0
1260,11,0,0
1272,6,0,0
1269,2,0,0
1270,10,0,0
1279,6,0,0
1280,11,0,0
1281,2,0,0
1282,2,0,0
1283,1,0,0
1276,1,0,0
1277,6,0,0
1294,2,0,0
1291,1,0,0
1292,15,0,0
1285,1,0,0
1286,7,0,0
1287,4,0,0
1288,3,0,0
1289,2,0,0
1419,1,0,0
1445,1,0,0
1446,3,0,0
1435,2,0,0
1436,3,0,0
1437,6,0,0
1438,1,0,0
1439,1,0,0
1440,2,0,0
1441,3,0,0
1442,5,0,0
1421,2,0,0
1422,2,0,0
1423,2,0,0
1424,7,0,0
1426,2,0,0
1427,29,0,0
1428,8,0,0
1429,2,0,0
1430,1,0,0
1431,4,0,0
1410,1,0,0
1411,7,0,0
1416,18,0,0
1417,4,0,0
1376,8,0,0
1377,7,0,0
1378,1,0,0
1389,1,0,0
1380,2,0,0
1381,1,0,0
1383,2,0,0
1384,5,0,0
1403,1,0,0
1400,39,0,0
1401,4,0,0
1406,15,0,0
1407,3,0,0
1408,1,0,0
1397,1,0,0
1394,6,0,0
1395,2,0,0
1391,4,0,0
1477,1,0,0
1482,1,0,0
1483,11,0,0
1484,2,0,0
1469,5,0,0
1470,6,0,0
1471,3,0,0
1473,2,0,0
1474,18,0,0
1475,12,0,0
1466,1,0,0
1464,2,0,0
1459,14,0,0
1461,2,0,0
1451,1,0,0
1452,3,0,0
1453,4,0,0
1454,5,0,0
1455,3,0,0
1457,2,0,0
1448,5,0,0
1492,1,0,0
1493,1,0,0
1494,2,0,0
1495,5,0,0
1499,23,0,0
1500,2,0,0
1501,1,0,0
1502,1,0,0
1488,3,0,0
1486,2,0,0
1479,2,0,0
1504,11,0,0
1497,1,0,0
1507,1,0,0
1509,5,0,0
1511,5,0,0
1512,1,0,0
1514,2,0,0
1515,3,0,0
1516,27,0,0
1710,5,0,0
1711,5,0,0
1708,6,0,0
1718,9,0,0
1722,11,0,0
1723,2,0,0
1724,2,0,0
1720,2,0,0
1726,3,0,0
1727,2,0,0
1731,2,0,0
1732,15,0,0
1737,16,0,0
1738,1,0,0
1739,1,0,0
1740,2,0,0
1741,4,0,0
1699,13,0,0
1700,2,0,0
1701,8,0,0
1702,22,0,0
1703,65,0,0
1704,1,0,0
1705,1,0,0
1692,2,0,0
1680,1,0,0
1694,18,0,0
1697,3,0,0
1664,1,0,0
1671,20,0,0
1672,1,0,0
1674,1,0,0
1675,1,0,0
1676,14,0,0
1677,2,0,0
1682,2,0,0
1683,10,0,0
1684,6,0,0
1686,7,0,0
1687,2,0,0
1688,2,0,0
1689,8,0,0
1690,11,0,0
1792,1,0,0
1790,6,0,0
1794,6,0,0
1795,1,0,0
1796,4,0,0
1800,1,0,0
1801,2,0,0
1802,1,0,0
1803,4,0,0
1804,3,0,0
1805,21,0,0
1806,1,0,0
1798,8,0,0
1809,3,0,0
1810,1,0,0
1811,3,0,0
1820,1,0,0
1821,2,0,0
1823,3,0,0
1824,2,0,0
1815,3,0,0
1816,5,0,0
1817,1,0,0
1818,30,0,0
1756,7,0,0
1765,1,0,0
1760,15,0,0
1761,1,0,0
1762,5,0,0
1763,6,0,0
1750,2,0,0
1751,2,0,0
1752,1,0,0
1753,19,0,0
1754,2,0,0
1767,5,0,0
1773,5,0,0
1774,4,0,0
1769,13,0,0
1770,2,0,0
1771,4,0,0
1776,5,0,0
1777,2,0,0
1778,3,0,0
1779,2,0,0
1780,1,0,0
1781,6,0,0
1782,1,0,0
1783,6,0,0
1784,25,0,0
1785,23,0,0
1786,4,0,0
1787,2,0,0
1788,9,0,0
1604,8,0,0
1609,15,0,0
1607,1,0,0
1598,2,0,0
1599,46,0,0
1600,1,0,0
1593,13,0,0
1594,11,0,0
1595,8,0,0
1596,5,0,0
1626,3,0,0
1628,22,0,0
1620,3,0,0
1621,2,0,0
1622,1,0,0
1623,2,0,0
1611,2,0,0
1616,14,0,0
1618,3,0,0
1642,2,0,0
1644,17,0,0
1645,10,0,0
1650,1,0,0
1651,5,0,0
1630,2,0,0
1631,2,0,0
1632,1,0,0
1633,4,0,0
1634,1,0,0
1659,3,0,0
1660,1,0,0
1666,3,0,0
1667,1,0,0
1668,1,0,0
1669,5,0,0
1655,7,0,0
1653,4,0,0
1534,4,0,0
1530,1,0,0
1527,1,0,0
1528,11,0,0
1525,8,0,0
1520,1,0,0
1521,1,0,0
1522,5,0,0
1552,1,0,0
1554,2,0,0
1555,5,0,0
1548,1,0,0
1549,4,0,0
1546,5,0,0
1544,2,0,0
1542,5,0,0
1537,3,0,0
1538,2,0,0
1539,1,0,0
1540,1,0,0
1562,2,0,0
1569,5,0,0
1570,6,0,0
1571,3,0,0
1588,2,0,0
1583,4,0,0
1585,1,0,0
1575,4,0,0
1576,16,0,0
1577,4,0,0
1578,1,0,0
1579,1,0,0
1580,5,0,0
1565,7,0,0
1566,2,0,0
1560,4,0,0
1557,23,0,0
1558,1,0,0
2309,4,0,0
2311,6,0,0
2312,5,0,0
2314,1,0,0
2300,2,0,0
2301,2,0,0
2302,2,0,0
2303,29,0,0
2304,2,0,0
2305,1,0,0
2306,20,0,0
2284,1,0,0
2285,7,0,0
2286,36,0,0
2288,2,0,0
2289,22,0,0
2290,7,0,0
2298,7,0,0
2292,5,0,0
2294,3,0,0
2295,1,0,0
2296,1,0,0
2330,1,0,0
2316,9,0,0
2318,1,0,0
2319,7,0,0
2320,3,0,0
2322,1,0,0
2323,4,0,0
2324,1,0,0
2325,3,0,0
2326,1,0,0
2327,6,0,0
2328,3,0,0
2352,2,0,0
2353,3,0,0
2345,14,0,0
2346,4,0,0
2348,2,0,0
2349,2,0,0
2350,13,0,0
2339,1,0,0
2342,1,0,0
2343,1,0,0
2332,2,0,0
2333,2,0,0
2334,7,0,0
2335,3,0,0
2336,1,0,0
2337,3,0,0
2427,15,0,0
2430,1,0,0
2422,2,0,0
2423,1,0,0
2425,9,0,0
2404,6,0,0
2416,8,0,0
2418,4,0,0
2419,2,0,0
2420,4,0,0
2395,8,0,0
2396,3,0,0
2397,17,0,0
2398,9,0,0
2406,4,0,0
2407,1,0,0
2408,1,0,0
2409,21,0,0
2410,24,0,0
2411,1,0,0
2412,1,0,0
2413,2,0,0
2414,4,0,0
2367,13,0,0
2368,1,0,0
2369,2,0,0
2370,3,0,0
2371,7,0,0
2373,1,0,0
2374,7,0,0
2375,4,0,0
2376,4,0,0
2377,2,0,0
2355,9,0,0
2356,2,0,0
2362,3,0,0
2363,2,0,0
2364,6,0,0
2385,1,0,0
2386,5,0,0
2387,1,0,0
2388,7,0,0
2389,6,0,0
2390,3,0,0
2391,10,0,0
2383,13,0,0
2379,8,0,0
2359,1,0,0
2220,2,0,0
2221,2,0,0
2222,34,0,0
2225,6,0,0
2226,10,0,0
2227,3,0,0
2229,1,0,0
2230,2,0,0
2232,15,0,0
2234,5,0,0
2235,6,0,0
2236,2,0,0
2237,1,0,0
2215,1,0,0
2217,4,0,0
2218,6,0,0
2213,9,0,0
2201,1,0,0
2202,2,0,0
2203,2,0,0
2204,6,0,0
2205,2,0,0
2206,4,0,0
2207,8,0,0
2208,11,0,0
2209,8,0,0
2267,3,0,0
2268,2,0,0
2270,7,0,0
2256,36,0,0
2257,1,0,0
2265,21,0,0
2277,1,0,0
2279,4,0,0
2280,8,0,0
2245,1,0,0
2246,1,0,0
2254,2,0,0
2260,2,0,0
2261,2,0,0
2262,1,0,0
2263,14,0,0
2239,6,0,0
2240,1,0,0
2241,1,0,0
2242,1,0,0
2243,1,0,0
2248,19,0,0
2249,5,0,0
2250,2,0,0
2251,17,0,0
2252,2,0,0
2156,21,0,0
2157,68,0,0
2158,4,0,0
2159,1,0,0
2142,2,0,0
2143,7,0,0
2144,6,0,0
2145,25,0,0
2150,9,0,0
2151,1,0,0
2148,1,0,0
2126,2,0,0
2123,7,0,0
2124,7,0,0
2128,11,0,0
2139,19,0,0
2132,1,0,0
2134,53,0,0
2135,17,0,0
2136,40,0,0
2173,5,0,0
2181,2,0,0
2182,7,0,0
2162,3,0,0
2163,9,0,0
2164,44,0,0
2165,2,0,0
2167,4,0,0
2168,2,0,0
2169,5,0,0
2170,22,0,0
2192,8,0,0
2193,1,0,0
2199,5,0,0
2197,1,0,0
2189,1,0,0
2190,2,0,0
2184,1,0,0
2185,2,0,0
2186,1,0,0
2187,1,0,0
1839,1,0,0
1834,28,0,0
1835,92,0,0
1836,4,0,0
1830,1,0,0
1828,1,0,0
1826,1,0,0
1858,4,0,0
